issue_d,loan_amnt,int_rate,term,grade,home_ownership,purpose,annual_inc,dti,fico,loan_status
2018-03-01,29087,16.81, 36 months,D,MORTGAGE,credit_card,70794.0,10.25,602,Charged Off
2018-03-01,30861,5.0, 36 months,A,OWN,debt_consolidation,55065.0,24.32,696,Charged Off
2018-03-01,27141,14.58, 36 months,D,OWN,other,97202.0,22.34,683,Fully Paid
2018-03-01,9510,5.0, 36 months,A,RENT,credit_card,131826.0,20.95,703,Fully Paid
2018-03-01,23487,5.0, 36 months,A,MORTGAGE,debt_consolidation,95616.0,6.8,709,Fully Paid
2018-03-01,4193,5.0, 60 months,A,RENT,other,65457.0,3.96,603,Charged Off
2018-03-01,13713,5.0, 60 months,A,RENT,debt_consolidation,104980.0,14.41,748,Fully Paid
2018-03-01,13416,10.4, 60 months,C,MORTGAGE,debt_consolidation,99223.0,14.0,777,Fully Paid
2018-03-01,14010,15.43, 36 months,D,MORTGAGE,debt_consolidation,46270.0,4.59,650,Fully Paid
2018-03-01,34166,5.0, 36 months,A,RENT,debt_consolidation,93196.0,6.73,776,Fully Paid
2018-03-01,28693,15.44, 60 months,E,OWN,credit_card,89382.0,4.59,806,Fully Paid
2018-03-01,6077,5.0, 60 months,A,MORTGAGE,home_improvement,107819.0,27.23,636,Fully Paid
2018-03-01,34407,6.51, 36 months,B,MORTGAGE,debt_consolidation,113393.0,7.2,800,Fully Paid
2018-03-01,13661,5.0, 36 months,A,RENT,debt_consolidation,50555.0,15.39,790,Fully Paid
2018-03-01,9540,5.0, 60 months,A,MORTGAGE,debt_consolidation,66840.0,0.0,650,Fully Paid
2018-03-01,16702,14.72, 36 months,D,RENT,debt_consolidation,69867.0,17.65,770,Fully Paid
2018-03-01,14918,5.0, 36 months,A,MORTGAGE,credit_card,89051.0,12.54,654,Fully Paid
2018-03-01,21935,18.26, 36 months,E,RENT,home_improvement,57410.0,4.22,638,Fully Paid
2018-03-01,32887,11.89, 36 months,C,MORTGAGE,debt_consolidation,78263.0,18.38,747,Fully Paid
2018-03-01,6631,5.0, 60 months,A,OWN,debt_consolidation,63885.0,8.07,700,Fully Paid
2018-03-01,24626,11.17, 36 months,C,RENT,other,97398.0,2.22,818,Fully Paid
2018-03-01,22968,6.42, 36 months,B,MORTGAGE,debt_consolidation,62780.0,11.31,772,Fully Paid
2018-03-01,13906,7.91, 36 months,B,RENT,small_business,81556.0,11.21,643,Fully Paid
2018-03-01,14731,5.0, 36 months,A,RENT,credit_card,61998.0,16.49,799,Fully Paid
2018-03-01,26339,5.0, 36 months,A,RENT,debt_consolidation,99457.0,0.0,663,Fully Paid
2018-03-01,24813,16.7, 36 months,D,MORTGAGE,credit_card,86263.0,19.6,694,Fully Paid
2018-03-01,31331,5.67, 36 months,B,OWN,other,104356.0,23.02,765,Fully Paid
2018-03-01,25927,18.61, 36 months,E,OWN,debt_consolidation,69646.0,19.89,622,Charged Off
2018-03-01,32819,7.17, 36 months,B,MORTGAGE,debt_consolidation,87491.0,0.0,786,Fully Paid
2018-03-01,16987,5.0, 36 months,A,MORTGAGE,debt_consolidation,77974.0,9.35,846,Fully Paid
2018-03-01,3036,5.51, 36 months,B,MORTGAGE,small_business,102804.0,25.28,815,Fully Paid
2018-03-01,34357,8.92, 36 months,B,MORTGAGE,debt_consolidation,20539.0,14.77,607,Fully Paid
2018-03-01,9456,5.0, 36 months,A,MORTGAGE,debt_consolidation,35624.0,7.98,810,Fully Paid
2018-03-01,6373,13.82, 36 months,D,MORTGAGE,credit_card,15933.0,16.59,754,Fully Paid
2018-03-01,21928,21.73, 36 months,F,MORTGAGE,debt_consolidation,75500.0,22.78,644,Fully Paid
2018-03-01,7355,10.6, 36 months,C,RENT,debt_consolidation,84815.0,5.96,816,Fully Paid
2018-03-01,30606,13.92, 60 months,D,RENT,debt_consolidation,73923.0,7.9,797,Fully Paid
2018-03-01,9640,12.25, 36 months,D,RENT,other,50219.0,24.84,843,Fully Paid
2018-03-01,23197,13.91, 36 months,C,RENT,credit_card,15000.0,6.46,632,Charged Off
2018-03-01,18886,8.26, 36 months,B,RENT,small_business,90368.0,18.66,635,Fully Paid
2018-03-01,16594,16.54, 36 months,D,RENT,debt_consolidation,51863.0,2.07,614,Fully Paid
2018-03-01,31909,27.17, 60 months,G,MORTGAGE,home_improvement,67645.0,11.95,602,Fully Paid
2018-03-01,32342,5.0, 60 months,A,OWN,home_improvement,87566.0,3.52,737,Fully Paid
2018-03-01,7149,5.0, 36 months,A,OWN,home_improvement,76616.0,12.76,832,Fully Paid
2018-03-01,21404,7.9, 36 months,B,MORTGAGE,debt_consolidation,48518.0,17.48,724,Fully Paid
2018-04-01,5163,24.19, 60 months,G,MORTGAGE,debt_consolidation,105357.0,18.62,740,Charged Off
2018-04-01,2935,5.0, 36 months,A,MORTGAGE,credit_card,77628.0,15.22,628,Fully Paid
2018-04-01,3297,6.09, 36 months,B,MORTGAGE,other,111307.0,30.84,844,Fully Paid
2018-04-01,24449,5.0, 60 months,A,MORTGAGE,other,56010.0,29.9,704,Fully Paid
2018-04-01,6560,14.4, 36 months,D,RENT,debt_consolidation,59532.0,1.44,787,Fully Paid
2018-04-01,32915,12.97, 60 months,D,OWN,other,89832.0,18.95,843,Fully Paid
2018-04-01,3748,5.92, 36 months,B,RENT,small_business,48220.0,3.08,841,Fully Paid
2018-04-01,18753,5.0, 36 months,A,MORTGAGE,other,99307.0,0.0,604,Fully Paid
2018-04-01,11484,8.64, 36 months,B,RENT,credit_card,27411.0,0.0,676,Fully Paid
2018-04-01,30248,23.66, 60 months,G,RENT,debt_consolidation,63096.0,25.81,738,Charged Off
2018-04-01,17905,5.86, 36 months,B,OWN,small_business,97121.0,4.54,827,Fully Paid
2018-04-01,21078,5.0, 36 months,A,MORTGAGE,credit_card,148253.0,11.57,695,Fully Paid
2018-04-01,7375,17.72, 36 months,E,RENT,credit_card,61151.0,0.39,709,Fully Paid
2018-04-01,11511,5.0, 36 months,A,RENT,debt_consolidation,125823.0,3.31,793,Fully Paid
2018-04-01,5161,14.41, 36 months,D,MORTGAGE,debt_consolidation,110839.0,4.99,740,Fully Paid
2018-04-01,25480,14.22, 60 months,D,MORTGAGE,home_improvement,92847.0,17.83,721,Fully Paid
2018-04-01,18871,19.51, 36 months,F,RENT,debt_consolidation,54633.0,15.02,719,Fully Paid
2018-04-01,16215,5.0, 60 months,A,RENT,credit_card,59735.0,24.74,692,Fully Paid
2018-04-01,26514,7.65, 60 months,B,RENT,credit_card,101522.0,24.65,695,Fully Paid
2018-04-01,4786,12.04, 36 months,C,MORTGAGE,debt_consolidation,67662.0,21.98,689,Fully Paid
2018-04-01,3266,15.53, 36 months,D,RENT,home_improvement,69113.0,16.65,616,Charged Off
2018-04-01,11353,5.75, 36 months,B,MORTGAGE,debt_consolidation,148188.0,14.22,833,Fully Paid
2018-04-01,25544,5.76, 60 months,B,RENT,home_improvement,69212.0,16.74,813,Fully Paid
2018-04-01,34101,5.0, 36 months,A,MORTGAGE,debt_consolidation,53260.0,0.0,691,Fully Paid
2018-04-01,33854,5.0, 60 months,A,MORTGAGE,home_improvement,147740.0,12.15,635,Fully Paid
2018-04-01,30546,5.0, 60 months,B,RENT,credit_card,91137.0,22.6,847,Fully Paid
2018-04-01,8357,7.51, 60 months,B,RENT,small_business,61274.0,10.16,715,Charged Off
2018-04-01,33057,5.0, 36 months,B,MORTGAGE,home_improvement,45643.0,13.81,834,Fully Paid
2018-04-01,27340,12.87, 36 months,C,RENT,debt_consolidation,61827.0,15.94,731,Fully Paid
2018-04-01,22533,5.88, 60 months,B,RENT,small_business,67514.0,23.48,832,Fully Paid
2018-04-01,8532,12.76, 36 months,D,RENT,debt_consolidation,91826.0,10.11,799,Fully Paid
2018-04-01,31033,23.62, 36 months,G,MORTGAGE,small_business,15000.0,1.31,803,Fully Paid
2018-04-01,9846,14.28, 36 months,D,RENT,credit_card,71228.0,3.97,763,Fully Paid
2018-04-01,2636,9.88, 36 months,C,MORTGAGE,small_business,57448.0,16.52,807,Fully Paid
2018-04-01,9895,15.97, 36 months,E,OWN,debt_consolidation,16843.0,17.69,725,Fully Paid
2018-04-01,13859,5.0, 60 months,A,RENT,small_business,89782.0,15.83,632,Fully Paid
2018-04-01,9799,5.0, 36 months,A,MORTGAGE,credit_card,110492.0,10.07,710,Fully Paid
2018-04-01,8916,13.57, 36 months,D,RENT,debt_consolidation,74645.0,31.42,827,Fully Paid
2018-04-01,18887,7.29, 60 months,B,RENT,debt_consolidation,59725.0,1.81,804,Fully Paid
2018-04-01,15579,11.89, 36 months,C,OWN,small_business,84733.0,16.98,733,Fully Paid
2018-04-01,25812,5.0, 36 months,A,MORTGAGE,debt_consolidation,18911.0,11.1,753,Fully Paid
2018-04-01,13880,12.01, 60 months,D,MORTGAGE,debt_consolidation,47176.0,20.88,832,Fully Paid
2018-04-01,28411,5.0, 36 months,A,RENT,debt_consolidation,68973.0,21.41,816,Fully Paid
2018-04-01,27578,5.0, 60 months,A,MORTGAGE,home_improvement,63687.0,11.99,706,Fully Paid
2018-04-01,11929,21.39, 36 months,F,OWN,credit_card,93198.0,22.25,666,Charged Off
2018-04-01,31107,23.41, 60 months,G,OWN,small_business,43547.0,26.23,756,Fully Paid
2018-04-01,16070,15.45, 36 months,D,RENT,credit_card,87056.0,21.31,716,Fully Paid
2018-05-01,24336,5.0, 36 months,A,MORTGAGE,debt_consolidation,47751.0,14.86,733,Fully Paid
2018-05-01,31678,15.58, 36 months,D,RENT,debt_consolidation,37219.0,15.99,640,Charged Off
2018-05-01,33760,7.32, 36 months,B,RENT,debt_consolidation,78226.0,13.02,751,Fully Paid
2018-05-01,3771,5.0, 36 months,A,MORTGAGE,debt_consolidation,75894.0,1.32,751,Fully Paid
2018-05-01,26059,5.0, 60 months,A,MORTGAGE,small_business,51109.0,8.88,814,Fully Paid
2018-05-01,31102,5.19, 36 months,B,RENT,credit_card,105940.0,10.04,802,Fully Paid
2018-05-01,18813,22.11, 36 months,G,RENT,small_business,101714.0,12.33,842,Fully Paid
2018-05-01,9463,15.63, 36 months,E,RENT,home_improvement,91314.0,25.77,804,Charged Off
2018-05-01,6268,13.19, 60 months,C,MORTGAGE,debt_consolidation,115346.0,8.54,628,Fully Paid
2018-05-01,25067,5.0, 36 months,A,RENT,debt_consolidation,93238.0,18.71,770,Fully Paid
2018-05-01,18721,14.09, 36 months,D,RENT,credit_card,81801.0,15.89,793,Fully Paid
2018-05-01,20113,10.03, 36 months,C,RENT,debt_consolidation,61027.0,14.59,752,Fully Paid
2018-05-01,13421,5.0, 36 months,A,RENT,credit_card,53440.0,25.59,634,Fully Paid
2018-05-01,9050,15.94, 36 months,E,MORTGAGE,credit_card,128295.0,1.18,808,Fully Paid
2018-05-01,12264,8.45, 60 months,B,OWN,credit_card,78884.0,9.28,679,Charged Off
2018-05-01,1708,5.0, 36 months,A,RENT,credit_card,56937.0,13.13,845,Fully Paid
2018-05-01,17012,6.21, 36 months,B,RENT,debt_consolidation,117910.0,5.03,794,Fully Paid
2018-05-01,13254,5.0, 36 months,A,RENT,debt_consolidation,80557.0,1.59,710,Fully Paid
2018-05-01,27230,5.42, 36 months,B,MORTGAGE,debt_consolidation,63067.0,11.47,843,Fully Paid
2018-05-01,4194,12.64, 36 months,C,RENT,debt_consolidation,37689.0,23.2,622,Charged Off
2018-05-01,32644,12.79, 36 months,C,RENT,debt_consolidation,49619.0,10.86,747,Fully Paid
2018-05-01,15606,18.76, 36 months,E,OWN,debt_consolidation,76691.0,23.03,688,Fully Paid
2018-05-01,6791,5.0, 36 months,A,MORTGAGE,debt_consolidation,121097.0,22.13,805,Fully Paid
2018-05-01,19462,5.93, 60 months,B,MORTGAGE,home_improvement,30774.0,20.32,745,Fully Paid
2018-05-01,28514,5.0, 36 months,A,RENT,credit_card,86125.0,13.7,696,Fully Paid
2018-05-01,18679,10.75, 36 months,C,MORTGAGE,debt_consolidation,73129.0,17.27,802,Fully Paid
2018-05-01,13863,5.0, 60 months,A,MORTGAGE,small_business,94982.0,8.82,786,Fully Paid
2018-05-01,26831,5.0, 36 months,A,RENT,home_improvement,31241.0,15.4,832,Fully Paid
2018-05-01,29108,8.05, 36 months,B,MORTGAGE,small_business,94623.0,16.37,689,Fully Paid
2018-05-01,6879,12.13, 60 months,C,MORTGAGE,debt_consolidation,62276.0,21.43,740,Fully Paid
2018-05-01,16511,14.64, 36 months,D,MORTGAGE,credit_card,116865.0,0.0,640,Charged Off
2018-05-01,2030,8.43, 36 months,B,MORTGAGE,credit_card,101056.0,0.0,622,Fully Paid
2018-05-01,2519,5.0, 36 months,A,RENT,debt_consolidation,70351.0,11.35,764,Fully Paid
2018-05-01,22979,15.64, 60 months,E,OWN,debt_consolidation,89781.0,0.0,832,Fully Paid
2018-06-01,15398,5.0, 36 months,A,MORTGAGE,home_improvement,83456.0,8.9,640,Fully Paid
2018-06-01,16249,7.9, 36 months,B,RENT,small_business,74226.0,3.69,610,Fully Paid
2018-06-01,12286,13.3, 36 months,C,RENT,small_business,93422.0,12.12,602,Fully Paid
2018-06-01,5966,5.75, 36 months,B,OWN,debt_consolidation,72135.0,23.73,813,Charged Off
2018-06-01,19455,5.0, 36 months,A,MORTGAGE,credit_card,97891.0,13.66,795,Fully Paid
2018-06-01,26821,5.0, 36 months,A,MORTGAGE,debt_consolidation,114275.0,26.72,762,Fully Paid
2018-06-01,23515,11.14, 60 months,C,OWN,debt_consolidation,96111.0,9.4,782,Fully Paid
2018-06-01,13152,13.06, 36 months,C,MORTGAGE,debt_consolidation,72182.0,6.24,675,Fully Paid
2018-06-01,23231,12.48, 60 months,C,OWN,debt_consolidation,116372.0,14.92,714,Fully Paid
2018-06-01,11898,7.58, 36 months,B,OWN,debt_consolidation,91961.0,12.52,660,Fully Paid
2018-06-01,2880,14.12, 36 months,D,RENT,credit_card,66235.0,20.19,756,Fully Paid
2018-06-01,30823,10.16, 36 months,C,OWN,credit_card,66316.0,19.99,810,Fully Paid
2018-06-01,18215,15.02, 36 months,D,MORTGAGE,debt_consolidation,72795.0,11.77,768,Fully Paid
2018-06-01,13430,13.27, 36 months,C,RENT,credit_card,97981.0,16.01,639,Fully Paid
2018-06-01,6423,14.11, 36 months,D,RENT,other,110264.0,4.79,798,Fully Paid
2018-06-01,3876,5.0, 60 months,A,MORTGAGE,debt_consolidation,51245.0,15.95,769,Fully Paid
2018-06-01,24103,12.4, 60 months,C,RENT,debt_consolidation,46995.0,17.77,722,Fully Paid
2018-06-01,9905,18.29, 36 months,F,MORTGAGE,credit_card,126965.0,3.46,814,Fully Paid
2018-06-01,18042,5.0, 36 months,A,RENT,other,108741.0,12.45,679,Fully Paid
2018-06-01,32969,5.0, 36 months,A,MORTGAGE,other,42905.0,11.52,681,Fully Paid
2018-06-01,34968,13.18, 36 months,C,RENT,credit_card,58325.0,22.41,741,Fully Paid
2018-06-01,33092,6.38, 60 months,B,RENT,other,52604.0,17.87,756,Fully Paid
2018-06-01,12259,13.53, 60 months,D,MORTGAGE,debt_consolidation,87166.0,12.02,744,Fully Paid
2018-06-01,4991,14.11, 60 months,D,MORTGAGE,debt_consolidation,52396.0,9.6,603,Fully Paid
2018-06-01,26283,7.94, 60 months,B,MORTGAGE,debt_consolidation,63032.0,14.59,632,Fully Paid
2018-06-01,25165,9.12, 36 months,B,OWN,home_improvement,74513.0,18.25,629,Charged Off
2018-06-01,26523,11.99, 60 months,C,OWN,debt_consolidation,91778.0,28.4,685,Fully Paid
2018-06-01,23341,8.05, 36 months,B,RENT,debt_consolidation,49871.0,10.38,641,Fully Paid
2018-06-01,21292,5.0, 36 months,A,RENT,small_business,37104.0,32.64,798,Fully Paid
2018-06-01,2760,16.48, 60 months,D,RENT,debt_consolidation,77099.0,10.98,647,Charged Off
2018-06-01,1824,26.08, 36 months,G,MORTGAGE,home_improvement,68341.0,18.17,623,Charged Off
2018-06-01,15635,15.76, 36 months,D,RENT,debt_consolidation,81045.0,10.17,666,Charged Off
2018-06-01,6504,8.44, 36 months,B,MORTGAGE,credit_card,81978.0,5.54,650,Fully Paid
2018-06-01,10755,18.08, 36 months,F,MORTGAGE,other,85286.0,8.85,804,Fully Paid
2018-06-01,6797,5.0, 60 months,A,RENT,small_business,58280.0,13.19,770,Fully Paid
2018-06-01,25590,11.5, 36 months,C,OWN,debt_consolidation,70825.0,21.68,697,Fully Paid
2018-06-01,32646,11.94, 60 months,C,MORTGAGE,debt_consolidation,23425.0,1.62,725,Fully Paid
2018-06-01,30900,17.95, 36 months,E,RENT,home_improvement,114057.0,16.17,670,Fully Paid
2018-06-01,21199,7.17, 36 months,B,RENT,credit_card,75629.0,17.35,663,Charged Off
2018-07-01,5585,5.0, 36 months,A,RENT,debt_consolidation,73523.0,1.2,702,Fully Paid
2018-07-01,22012,5.0, 60 months,A,OWN,small_business,108899.0,32.05,834,Fully Paid
2018-07-01,15053,11.6, 36 months,C,RENT,debt_consolidation,102538.0,29.67,724,Charged Off
2018-07-01,19975,11.83, 60 months,C,RENT,debt_consolidation,87487.0,5.74,765,Fully Paid
2018-07-01,31696,12.56, 36 months,D,OWN,debt_consolidation,112603.0,10.95,812,Fully Paid
2018-07-01,7621,19.71, 60 months,E,MORTGAGE,debt_consolidation,66377.0,15.78,665,Charged Off
2018-07-01,6107,6.52, 60 months,B,MORTGAGE,debt_consolidation,66931.0,3.73,805,Fully Paid
2018-07-01,33771,14.73, 60 months,C,MORTGAGE,credit_card,70185.0,20.18,603,Fully Paid
2018-07-01,7866,24.1, 60 months,G,OWN,debt_consolidation,114470.0,15.71,686,Charged Off
2018-07-01,7921,15.38, 36 months,E,MORTGAGE,debt_consolidation,80413.0,7.63,754,Fully Paid
2018-07-01,12817,5.0, 60 months,A,MORTGAGE,debt_consolidation,28344.0,10.52,737,Fully Paid
2018-07-01,17495,19.13, 60 months,F,OWN,credit_card,77181.0,8.47,754,Fully Paid
2018-07-01,18326,22.29, 36 months,F,MORTGAGE,debt_consolidation,92996.0,14.3,651,Charged Off
2018-07-01,3186,5.0, 60 months,A,MORTGAGE,home_improvement,57605.0,4.11,668,Fully Paid
2018-07-01,4394,24.33, 36 months,G,OWN,credit_card,105620.0,19.96,796,Charged Off
2018-07-01,14803,5.0, 36 months,A,MORTGAGE,credit_card,79027.0,14.7,839,Fully Paid
2018-07-01,7207,7.1, 36 months,B,MORTGAGE,home_improvement,45257.0,6.24,788,Fully Paid
2018-07-01,22259,25.39, 36 months,G,OWN,home_improvement,71719.0,18.39,684,Fully Paid
2018-07-01,19907,6.95, 36 months,B,RENT,other,100891.0,16.91,631,Fully Paid
2018-07-01,13092,14.54, 36 months,D,MORTGAGE,other,104040.0,1.6,644,Fully Paid
2018-07-01,26585,15.35, 36 months,E,RENT,other,78588.0,10.51,798,Fully Paid
2018-07-01,11684,10.93, 36 months,C,OWN,debt_consolidation,51012.0,24.23,788,Fully Paid
2018-07-01,9365,15.04, 36 months,E,RENT,credit_card,82205.0,1.93,820,Fully Paid
2018-07-01,16347,8.61, 36 months,B,MORTGAGE,debt_consolidation,100384.0,9.8,657,Fully Paid
2018-07-01,25360,13.93, 36 months,C,OWN,other,85679.0,23.54,601,Charged Off
2018-07-01,6021,5.0, 60 months,A,OWN,debt_consolidation,81565.0,18.8,703,Fully Paid
2018-07-01,19086,5.0, 36 months,A,MORTGAGE,debt_consolidation,81621.0,25.44,748,Fully Paid
2018-07-01,19576,18.31, 36 months,E,OWN,debt_consolidation,90181.0,14.86,632,Charged Off
2018-07-01,24478,14.72, 60 months,E,MORTGAGE,home_improvement,128536.0,23.71,836,Fully Paid
2018-07-01,9393,13.39, 36 months,D,RENT,debt_consolidation,43934.0,0.7,808,Fully Paid
2018-07-01,9645,5.0, 60 months,A,RENT,debt_consolidation,90956.0,13.0,652,Charged Off
2018-07-01,8820,10.97, 36 months,C,RENT,debt_consolidation,57195.0,5.43,790,Fully Paid
2018-07-01,20759,12.41, 36 months,C,RENT,home_improvement,55973.0,11.17,691,Charged Off
2018-07-01,7531,6.32, 36 months,B,MORTGAGE,debt_consolidation,27804.0,23.64,789,Fully Paid
2018-07-01,6884,5.0, 60 months,A,MORTGAGE,debt_consolidation,71948.0,15.12,764,Fully Paid
2018-07-01,3231,20.58, 36 months,E,MORTGAGE,credit_card,60578.0,17.85,642,Fully Paid
2018-07-01,15099,15.07, 60 months,D,OWN,other,95500.0,6.06,701,Charged Off
2018-07-01,2559,15.08, 36 months,D,RENT,debt_consolidation,75447.0,20.5,623,Charged Off
2018-07-01,34543,10.4, 60 months,C,RENT,debt_consolidation,66233.0,5.78,840,Fully Paid
2018-07-01,17896,13.16, 36 months,C,RENT,other,122793.0,6.7,659,Fully Paid
2018-08-01,8778,7.28, 60 months,B,MORTGAGE,debt_consolidation,61905.0,16.12,719,Fully Paid
2018-08-01,21644,16.15, 36 months,D,RENT,small_business,62384.0,23.78,614,Fully Paid
2018-08-01,6566,5.0, 36 months,A,OWN,other,92073.0,17.36,679,Fully Paid
2018-08-01,26622,13.85, 36 months,D,RENT,small_business,90048.0,24.25,803,Fully Paid
2018-08-01,18818,11.48, 36 months,C,RENT,debt_consolidation,90904.0,17.12,733,Fully Paid
2018-08-01,13307,6.96, 36 months,B,RENT,credit_card,49637.0,24.42,700,Fully Paid
2018-08-01,10981,16.55, 36 months,D,MORTGAGE,debt_consolidation,99392.0,18.11,626,Fully Paid
2018-08-01,4216,5.0, 36 months,A,RENT,credit_card,50242.0,20.31,678,Fully Paid
2018-08-01,25990,13.36, 60 months,C,RENT,debt_consolidation,83482.0,11.68,621,Charged Off
2018-08-01,33791,5.0, 36 months,A,MORTGAGE,credit_card,100253.0,8.28,843,Fully Paid
2018-08-01,12545,16.33, 36 months,D,OWN,credit_card,47536.0,25.8,715,Fully Paid
2018-08-01,23894,6.99, 36 months,B,RENT,debt_consolidation,72221.0,4.86,702,Fully Paid
2018-08-01,27122,12.4, 60 months,C,RENT,debt_consolidation,88763.0,20.29,709,Charged Off
2018-08-01,23871,5.0, 36 months,A,RENT,debt_consolidation,42958.0,5.66,720,Fully Paid
2018-08-01,6641,8.44, 36 months,B,RENT,home_improvement,88272.0,0.59,672,Charged Off
2018-08-01,29346,16.02, 36 months,D,OWN,credit_card,74004.0,3.62,644,Fully Paid
2018-08-01,26474,5.0, 60 months,A,OWN,debt_consolidation,92501.0,18.44,683,Fully Paid
2018-08-01,25000,5.0, 36 months,A,MORTGAGE,debt_consolidation,86886.0,0.0,622,Fully Paid
2018-08-01,18526,5.0, 36 months,A,RENT,credit_card,56994.0,7.12,601,Fully Paid
2018-08-01,1961,12.2, 36 months,C,MORTGAGE,small_business,87800.0,7.0,764,Fully Paid
2018-08-01,19331,8.58, 36 months,B,RENT,debt_consolidation,44060.0,30.51,605,Fully Paid
2018-08-01,17528,7.03, 36 months,B,RENT,credit_card,47447.0,13.89,704,Fully Paid
2018-08-01,9752,13.19, 36 months,C,MORTGAGE,debt_consolidation,101661.0,24.3,700,Fully Paid
2018-08-01,10134,12.11, 36 months,D,OWN,debt_consolidation,78817.0,16.53,788,Fully Paid
2018-08-01,29732,5.0, 36 months,A,RENT,debt_consolidation,95198.0,18.65,746,Fully Paid
2018-08-01,31416,5.0, 36 months,A,RENT,credit_card,109624.0,20.25,690,Fully Paid
2018-08-01,26538,14.26, 60 months,C,RENT,debt_consolidation,103551.0,27.94,637,Fully Paid
2018-08-01,19009,14.49, 36 months,C,OWN,credit_card,89606.0,19.67,613,Fully Paid
2018-08-01,18494,26.78, 36 months,G,RENT,debt_consolidation,115451.0,17.91,656,Charged Off
2018-08-01,13128,15.48, 36 months,E,RENT,credit_card,83671.0,17.4,810,Charged Off
2018-08-01,10573,5.29, 60 months,A,RENT,debt_consolidation,98377.0,19.38,603,Fully Paid
2018-08-01,16220,5.0, 60 months,A,MORTGAGE,other,75424.0,9.64,733,Fully Paid
2018-08-01,26849,5.0, 36 months,A,MORTGAGE,home_improvement,101102.0,7.9,779,Fully Paid
2018-08-01,7324,13.67, 36 months,D,RENT,credit_card,106889.0,5.14,817,Fully Paid
2018-08-01,16362,5.0, 36 months,A,MORTGAGE,debt_consolidation,78719.0,14.39,614,Fully Paid
2018-08-01,18316,5.35, 36 months,B,OWN,credit_card,49538.0,19.88,787,Fully Paid
2018-08-01,10938,5.0, 36 months,A,RENT,credit_card,57116.0,17.83,803,Fully Paid
2018-08-01,27306,5.0, 36 months,A,MORTGAGE,credit_card,47441.0,13.84,819,Fully Paid
2018-08-01,30659,17.22, 36 months,E,MORTGAGE,small_business,79367.0,9.33,718,Fully Paid
2018-08-01,22866,5.0, 36 months,A,RENT,debt_consolidation,111998.0,5.97,844,Fully Paid
2018-08-01,25099,6.09, 36 months,B,RENT,debt_consolidation,95424.0,19.8,773,Fully Paid
2018-09-01,30020,18.91, 36 months,E,OWN,debt_consolidation,88018.0,30.03,610,Charged Off
2018-09-01,33170,13.57, 36 months,D,RENT,debt_consolidation,83052.0,28.19,817,Fully Paid
2018-09-01,18299,5.0, 60 months,A,RENT,debt_consolidation,97213.0,19.51,677,Charged Off
2018-09-01,11918,10.68, 36 months,C,RENT,debt_consolidation,63493.0,15.19,823,Fully Paid
2018-09-01,24928,13.01, 36 months,D,RENT,debt_consolidation,42798.0,19.64,785,Fully Paid
2018-09-01,17852,17.49, 36 months,E,RENT,home_improvement,99159.0,19.99,733,Fully Paid
2018-09-01,19865,7.21, 36 months,B,OWN,debt_consolidation,108288.0,8.33,746,Fully Paid
2018-09-01,32637,13.53, 60 months,C,MORTGAGE,debt_consolidation,83653.0,11.83,647,Fully Paid
2018-09-01,20269,16.48, 36 months,E,RENT,debt_consolidation,79466.0,4.48,737,Fully Paid
2018-09-01,11501,13.75, 36 months,D,MORTGAGE,credit_card,72761.0,4.38,750,Fully Paid
2018-09-01,32791,5.0, 36 months,A,MORTGAGE,debt_consolidation,98203.0,34.04,638,Fully Paid
2018-09-01,22217,11.85, 36 months,C,MORTGAGE,other,94388.0,5.58,751,Fully Paid
2018-09-01,23625,12.82, 36 months,D,MORTGAGE,credit_card,79619.0,8.19,841,Fully Paid
2018-09-01,10247,15.91, 36 months,D,MORTGAGE,home_improvement,55664.0,17.8,658,Fully Paid
2018-09-01,18013,8.75, 60 months,B,MORTGAGE,debt_consolidation,97302.0,7.72,612,Charged Off
2018-09-01,7164,11.71, 60 months,D,OWN,debt_consolidation,44658.0,13.19,823,Fully Paid
2018-09-01,16109,14.56, 36 months,D,MORTGAGE,debt_consolidation,66195.0,12.45,717,Charged Off
2018-09-01,5339,5.0, 36 months,A,RENT,credit_card,97453.0,14.87,821,Fully Paid
2018-09-01,13816,16.81, 36 months,E,MORTGAGE,credit_card,81090.0,23.12,812,Fully Paid
2018-09-01,9763,13.3, 60 months,C,MORTGAGE,debt_consolidation,67084.0,0.0,679,Fully Paid
2018-09-01,26518,5.38, 36 months,B,RENT,debt_consolidation,105126.0,9.35,760,Fully Paid
2018-09-01,26148,14.46, 60 months,D,RENT,credit_card,87160.0,22.05,709,Fully Paid
2018-09-01,5708,7.83, 36 months,B,RENT,debt_consolidation,95242.0,13.99,705,Fully Paid
2018-09-01,23041,9.97, 60 months,C,MORTGAGE,other,101268.0,24.58,849,Fully Paid
2018-09-01,2704,8.22, 36 months,B,MORTGAGE,home_improvement,72153.0,17.95,687,Fully Paid
2018-09-01,15303,5.66, 36 months,B,RENT,credit_card,35054.0,6.16,771,Fully Paid
2018-09-01,26658,9.49, 60 months,B,MORTGAGE,debt_consolidation,33918.0,4.42,646,Fully Paid
2018-09-01,22259,10.32, 36 months,C,RENT,debt_consolidation,43468.0,17.2,768,Fully Paid
2018-09-01,6610,5.0, 36 months,B,RENT,debt_consolidation,100058.0,3.26,768,Fully Paid
